Departure Airport,Departure Time,Arrival Airport,Arrival Time,Carrier Code,Flight Number,Price (VND),Duration
SGN,2024-10-04 05:50:00,HUI,2024-10-04 07:05:00,VN,1368,2308000.00,PT1H15M
SGN,2024-10-04 06:30:00,HUI,2024-10-04 07:55:00,A1,2300,2374000.00,PT1H25M
SGN,2024-10-04 07:45:00,HUI,2024-10-04 09:10:00,A1,2302,2374000.00,PT1H25M
SGN,2024-10-04 19:25:00,HUI,2024-10-04 20:50:00,A1,2310,2374000.00,PT1H25M
SGN,2024-10-04 19:10:00,HUI,2024-10-04 20:40:00,VN,1376,2442000.00,PT1H30M
HAN,2024-10-04 17:35:00,HUI,2024-10-04 18:50:00,VJ,561,2634000.00,PT1H15M
HAN,2024-10-04 11:40:00,HUI,2024-10-04 12:55:00,VJ,567,2634000.00,PT1H15M
HAN,2024-10-05 05:35:00,HUI,2024-10-05 06:45:00,VJ,565,2634000.00,PT1H10M
SGN,2024-10-04 11:25:00,HUI,2024-10-04 12:55:00,VN,1372,2843000.00,PT1H30M
DAD,2024-10-04 23:05:00,HAN,2024-10-05 00:25:00,VJ,1510,3409000.00,PT1H20M
HAN,2024-10-05 05:35:00,HUI,2024-10-05 06:45:00,H1,5125,3483000.00,PT1H10M
SGN,2024-10-04 06:15:00,PXU,2024-10-04 07:25:00,VJ,396,3516000.00,PT1H10M
PXU,2024-10-04 13:25:00,HAN,2024-10-04 15:00:00,VJ,422,3516000.00,PT1H35M
HAN,2024-10-04 11:10:00,HUI,2024-10-04 12:25:00,W2,4567,3631000.00,PT1H15M
SGN,2024-10-04 13:20:00,HAN,2024-10-04 15:30:00,W2,3190,3631000.00,PT2H10M
HAN,2024-10-04 17:35:00,HUI,2024-10-04 18:50:00,W2,4561,3631000.00,PT1H15M
SGN,2024-10-04 22:50:00,HAN,2024-10-05 01:00:00,W2,3164,3631000.00,PT2H10M
HAN,2024-10-05 05:35:00,HUI,2024-10-05 06:45:00,W2,4565,3631000.00,PT1H10M
SGN,2024-10-04 07:30:00,PQC,2024-10-04 08:30:00,VJ,323,3730000.00,PT1H
PQC,2024-10-04 12:35:00,HAN,2024-10-04 14:40:00,VJ,456,3730000.00,PT2H5M
SGN,2024-10-04 18:30:00,PQC,2024-10-04 19:30:00,VJ,337,3730000.00,PT1H
PQC,2024-10-05 09:05:00,HAN,2024-10-05 11:05:00,VJ,452,3730000.00,PT2H
HAN,2024-10-05 17:35:00,HUI,2024-10-05 18:50:00,VJ,561,3730000.00,PT1H15M
DAD,2024-10-04 23:05:00,HAN,2024-10-05 00:25:00,W2,3510,4945000.00,PT1H20M
HAN,2024-10-05 11:10:00,HUI,2024-10-05 12:25:00,W2,4567,4945000.00,PT1H15M
SGN,2024-10-04 13:20:00,HAN,2024-10-04 15:30:00,A1,2136,4948000.00,PT2H10M
HAN,2024-10-04 17:35:00,HUI,2024-10-04 18:50:00,A1,2561,4948000.00,PT1H15M
SGN,2024-10-04 13:00:00,HAN,2024-10-04 15:10:00,A1,2174,4948000.00,PT2H10M
HAN,2024-10-04 16:35:00,HUI,2024-10-04 17:50:00,VN,1545,5109000.00,PT1H15M
SGN,2024-10-04 20:30:00,DAD,2024-10-04 21:50:00,A1,2640,6881000.00,PT1H20M
DAD,2024-10-05 08:15:00,HAN,2024-10-05 09:30:00,A1,2506,6881000.00,PT1H15M
HAN,2024-10-05 17:35:00,HUI,2024-10-05 18:50:00,A1,2561,6881000.00,PT1H15M
SGN,2024-10-04 18:30:00,PQC,2024-10-04 19:30:00,A1,2337,7122000.00,PT1H
PQC,2024-10-05 12:35:00,HAN,2024-10-05 14:40:00,A1,2456,7122000.00,PT2H5M
HAN,2024-10-04 08:05:00,HUI,2024-10-04 09:10:00,VN,1541,8106000.00,PT1H5M
SGN,2024-10-04 06:40:00,CXR,2024-10-04 07:50:00,VJ,600,1217000.00,PT1H10M
SGN,2024-10-04 11:55:00,CXR,2024-10-04 13:05:00,VJ,602,1217000.00,PT1H10M
SGN,2024-10-04 06:40:00,CXR,2024-10-04 07:50:00,W2,4600,1729000.00,PT1H10M
SGN,2024-10-04 18:30:00,CXR,2024-10-04 19:45:00,VN,1350,1774000.00,PT1H15M
SGN,2024-10-04 06:40:00,CXR,2024-10-04 08:00:00,VN,1340,1774000.00,PT1H20M
SGN,2024-10-04 14:10:00,CXR,2024-10-04 15:25:00,VN,1346,2040000.00,PT1H15M
HAN,2024-10-04 14:40:00,CXR,2024-10-04 16:30:00,VJ,785,2954000.00,PT1H50M
HAN,2024-10-04 14:55:00,CXR,2024-10-04 16:30:00,VJ,1781,2954000.00,PT1H35M
HAN,2024-10-04 16:15:00,CXR,2024-10-04 18:05:00,VJ,787,2954000.00,PT1H50M
HAN,2024-10-05 05:45:00,CXR,2024-10-05 07:35:00,VJ,771,2954000.00,PT1H50M
HAN,2024-10-05 06:50:00,CXR,2024-10-05 08:40:00,VJ,775,2954000.00,PT1H50M
SGN,2024-10-04 05:15:00,HPH,2024-10-04 07:15:00,VJ,272,2954000.00,PT2H
HPH,2024-10-04 12:40:00,CXR,2024-10-04 14:25:00,VJ,733,2954000.00,PT1H45M
SGN,2024-10-04 18:10:00,HPH,2024-10-04 20:10:00,VJ,282,2954000.00,PT2H
HPH,2024-10-05 15:30:00,CXR,2024-10-05 17:15:00,VJ,731,2954000.00,PT1H45M
SGN,2024-10-04 16:20:00,HPH,2024-10-04 18:20:00,VJ,280,2954000.00,PT2H
HAN,2024-10-05 05:45:00,CXR,2024-10-05 07:35:00,H1,4467,3777000.00,PT1H50M
HAN,2024-10-05 06:50:00,CXR,2024-10-05 08:40:00,H1,4334,3777000.00,PT1H50M
HAN,2024-10-04 13:15:00,CXR,2024-10-04 15:10:00,QH,1415,3856000.00,PT1H55M
HAN,2024-10-05 13:15:00,CXR,2024-10-05 15:10:00,QH,1415,3856000.00,PT1H55M
HAN,2024-10-04 14:55:00,CXR,2024-10-04 16:30:00,W2,3781,3925000.00,PT1H35M
HAN,2024-10-04 14:40:00,CXR,2024-10-04 16:30:00,W2,4785,3925000.00,PT1H50M
HAN,2024-10-05 05:45:00,CXR,2024-10-05 07:35:00,W2,4771,3925000.00,PT1H50M
HAN,2024-10-05 06:50:00,CXR,2024-10-05 08:40:00,W2,4775,3925000.00,PT1H50M
SGN,2024-10-04 05:15:00,HPH,2024-10-04 07:15:00,W2,4272,3925000.00,PT2H
HPH,2024-10-04 12:40:00,CXR,2024-10-04 14:25:00,W2,4733,3925000.00,PT1H45M
